#{"t_start": 1774030652.557245, "env_id": "ColoredChestKuka-v0"}
r,l,t
1014.61079,74,316.381925
1009.424341,72,316.437752
62.769856,150,317.018038
-1.021927,150,317.107053
24.54303,150,317.195493
1015.075762,81,317.254849
47.933473,150,317.342481
1014.103535,71,317.400226
53.567953,150,317.490457
58.523434,150,317.577011
74.000159,150,317.75268
59.014765,150,317.839878
37.777192,150,317.928417
-17.929778,150,318.013969
14.130344,150,318.102589
78.110687,150,318.189164
1014.724881,74,318.245688
74.765732,150,318.807334
19.582727,150,318.894356
1016.327226,70,318.950966
63.31085,150,319.040526
30.234959,150,319.138802
62.29092,150,319.232417
37.687158,150,319.320398
19.860775,150,319.411675
67.047681,150,319.502569
46.959108,150,319.5892
44.302981,150,319.67473
10.27851,150,319.761395
60.672596,150,319.854599
20.110698,150,319.941979
1021.859765,84,320.007409
41.670022,150,320.684179
-6.836643,150,320.772688
47.924831,150,320.862999
1015.086718,69,320.919291
1026.748413,82,320.979918
1010.944051,71,321.173836
1024.601414,83,321.261253
20.475746,150,321.400452
57.680316,150,321.51525
33.172843,150,321.631453
36.126431,150,321.731027
1010.920445,71,321.816717
56.896673,150,321.947593
1009.178696,73,322.018095
26.56747,150,322.121593
20.453406,150,322.210596
57.166106,150,322.299266
40.004101,150,322.924168
90.32092,150,323.012256
46.975692,150,323.101718
50.811739,150,323.285229
56.192905,150,323.387451
59.861762,150,323.48735
63.748996,150,323.61411
40.990024,150,323.749504
13.539625,150,323.837643
41.277356,150,323.922896
39.091428,150,324.012688
26.074982,150,324.101358
45.359037,150,324.188781
53.200692,150,324.748522
1018.048732,79,324.805928
1024.959995,86,324.866858
44.83675,150,324.954997
49.38521,150,325.043115
48.359198,150,325.132209
58.144052,150,325.219521
1030.781067,94,325.284412
1016.159213,77,325.341662
55.117322,150,325.485892
87.450225,150,325.591574
1018.758107,86,325.654467
1013.997032,78,325.709966
40.230274,150,325.796311
37.070487,150,325.884981
56.643321,150,325.973762
42.015115,150,326.059972
45.332467,150,326.614017
8.06275,150,326.703272
41.57994,150,326.791609
1013.327417,77,326.849373
57.455896,150,326.93739
1009.703826,75,326.99506
75.523988,150,327.082308
56.199534,150,327.170077
32.287999,150,327.255932
0.484001,150,327.339681
1023.16537,83,327.476116
1011.287986,80,327.538603
58.070815,150,327.627083
1011.672225,73,327.689203
43.294332,150,327.777468
1017.908246,86,327.83995
23.442291,150,328.402688
32.374551,150,328.488813
1011.118778,68,328.541819
18.271846,150,328.625758
1012.580336,76,328.683946
51.225914,150,328.770153
53.13027,150,328.856106
1016.102344,70,328.910581
39.433751,150,328.998092
1015.916665,70,329.054844
61.654336,150,329.229036
-16.468899,150,329.316724
41.24615,150,329.40606
1030.538247,96,329.472984
-0.196931,150,329.558533
43.808411,150,329.647978
52.529779,150,330.217575
38.623856,150,330.306274
1012.025235,78,330.364665
42.211525,150,330.451758
-4.446754,150,330.536446
1013.169291,75,330.590243
8.462527,150,330.745045
68.36345,150,330.925392
40.897657,150,331.024257
1015.969529,69,331.079179
69.178215,150,331.169763
39.604843,150,331.256928
55.403017,150,331.346809
49.331283,150,331.435382
55.100316,150,331.52298
23.449485,150,331.611009
45.616367,150,332.184215
1018.389634,75,332.242641
66.234167,150,332.329518
78.732458,150,332.415768
83.20955,150,332.505742
73.333406,150,332.592532
40.49497,150,332.679359
62.825905,150,332.89288
56.353426,150,332.982897
59.047487,150,333.087505
55.107734,150,333.177275
49.174327,150,333.263274
88.851481,150,333.346627
64.123788,150,333.4332
33.708178,150,333.998262
34.761148,150,334.175354
8.409359,150,334.262825
37.843229,150,334.353139
46.779968,150,334.440159
1010.60802,75,334.50042
35.1451,150,334.68734
1009.793984,74,334.744538
27.565763,150,334.830443
48.175624,150,334.918343
48.661758,150,335.005255
1023.939423,82,335.070386
1016.381525,87,335.135283
1038.427885,98,335.202282
65.51738,150,335.289421
39.278333,150,335.378424
41.303127,150,335.93531
1011.401884,83,335.997591
57.37063,150,336.088785
1011.931517,75,336.146284
60.72324,150,336.233142
55.596254,150,336.318856
56.319083,150,336.402118
50.518468,150,336.562811
58.410072,150,336.690319
20.181531,150,336.776856
1009.601696,82,336.83612
61.885689,150,336.92152
1012.377576,78,336.980318
1016.719738,81,337.040852
1015.66994,81,337.102038
1013.180135,75,337.157534
1018.652024,81,337.217153
73.822768,150,337.773968
45.543559,150,337.862203
1020.948844,82,337.921862
41.271694,150,338.008024
40.908815,150,338.095514
51.534798,150,338.184937
1013.663828,67,338.239154
1025.20929,78,338.297632
35.460488,150,338.473067
45.086518,150,338.563124
50.349176,150,338.64881
27.832722,150,338.734578
1012.94899,71,338.789958
1014.243522,85,338.850356
22.737634,150,338.939293
36.070767,150,339.02582
1012.065624,80,339.086169
23.168422,150,339.638351
1008.25767,82,339.697005
33.383697,150,339.78374
59.37629,150,339.869108
81.138086,150,339.959287
23.372322,150,340.046754
49.929545,150,340.135049
36.42029,150,340.22506
1009.882823,79,340.356504
33.805487,150,340.454537
29.440347,150,340.543324
43.511925,150,340.62878
34.674114,150,340.715907
28.398733,150,340.801527
66.573839,150,341.359056
25.255236,150,341.4432
1010.123821,79,341.500323
27.657279,150,341.584743
24.406075,150,341.672032
42.455964,150,341.759054
58.241051,150,341.846205
62.095622,150,341.936361
14.596703,150,342.095873
49.900471,150,342.219206
1027.322193,89,342.281447
51.661371,150,342.366741
54.219108,150,342.452588
40.581873,150,342.541105
33.961249,150,342.627242
-14.519913,150,343.182552
24.488874,150,343.268222
1014.433549,74,343.324206
1035.054764,90,343.386479
54.496368,150,343.473408
43.431123,150,343.557409
1015.188776,69,343.612132
49.829791,150,343.70107
42.540371,150,343.875042
59.48874,150,343.962698
1013.385804,82,344.021987
1014.528244,79,344.082454
40.742903,150,344.16801
4.602654,150,344.258247
1023.346323,84,344.319141
47.839106,150,344.406362
38.143869,150,344.969134
62.850718,150,345.150746
34.204816,150,345.240752
59.013996,150,345.325481
1012.268104,71,345.379348
1016.741929,72,345.434532
46.682414,150,345.523514
57.907503,150,345.701654
1024.873815,84,345.762158
41.232524,150,345.8469
36.349139,150,345.93391
1010.407023,82,345.993535
1013.287137,72,346.053186
66.741975,150,346.138109
34.1194,150,346.224895
1008.434846,73,346.282562
55.524885,150,346.367137
60.61334,150,346.924868
1017.017426,75,346.983019
50.749618,150,347.073905
64.389771,150,347.160274
1016.898905,71,347.21474
1013.095008,85,347.276136
44.294402,150,347.362642
56.484735,150,347.448995
1010.333504,70,347.5061
1013.827352,74,347.562138
14.814275,150,347.741309
61.048945,150,347.832585
1012.368921,75,347.888323
58.331779,150,347.973301
81.159789,150,348.062021
57.069582,150,348.152041
1013.049763,71,348.206159
1017.66506,77,348.731796
49.200896,150,348.821131
64.648097,150,348.910049
85.279246,150,348.99658
68.62703,150,349.087045
61.123983,150,349.175052
1009.859834,79,349.23654
1012.897125,67,349.289215
47.266173,150,349.460558
55.376663,150,349.545953
34.266032,150,349.634372
1011.385769,74,349.691538
36.479714,150,349.778009
46.712371,150,349.864715
72.91877,150,349.950673
1015.664785,70,350.007397
1016.393806,72,350.065627
1022.603071,81,350.590323
52.484892,150,350.675778
70.657367,150,350.765339
58.361294,150,350.849066
63.611165,150,350.934725
61.997757,150,351.024309
20.053125,150,351.110754
1017.717926,70,351.166446
19.968906,150,351.338221
76.940966,150,351.4297
1013.571144,68,351.484496
60.938354,150,351.572282
1015.986336,74,351.631599
53.544211,150,351.719345
53.645444,150,351.804762
47.575522,150,352.366663
71.682172,150,352.454666
1010.954386,73,352.509217
1019.335723,85,352.570624
61.016811,150,352.654941
66.91469,150,352.741809
64.400777,150,352.82882
1052.522926,102,352.897612
29.199104,150,352.985996
1007.995875,77,353.141568
23.501833,150,353.246381
1009.466381,71,353.303581
1013.123885,84,353.36381
80.609171,150,353.450048
59.377428,150,353.536024
59.502738,150,353.625039
56.348845,150,353.712199
94.298602,150,354.276658
50.392354,150,354.366277
52.483064,150,354.452979
51.912994,150,354.540145
1015.260277,72,354.595795
54.035093,150,354.683361
48.59027,150,354.767179
1011.119194,78,354.826178
62.832128,150,354.91235
56.613409,150,355.08623
72.531481,150,355.172798
52.999453,150,355.259693
36.319065,150,355.345056
58.166433,150,355.431905
1012.796606,77,355.488906
1014.556627,68,356.104816
49.317989,150,356.192181
20.767011,150,356.28238
1018.808817,81,356.343261
54.123158,150,356.432626
1015.256935,69,356.488628
46.112082,150,356.574606
52.923119,150,356.665626
67.731993,150,356.838573
42.055534,150,356.928803
52.313478,150,357.017106
1011.682678,68,357.073967
52.389271,150,357.162133
1008.759606,70,357.217203
1013.071599,76,357.275236
1014.927157,70,357.330716
1007.706114,79,357.389005
39.190826,150,357.473068
37.590944,150,358.023602
34.950546,150,358.112586
44.76239,150,358.198865
14.986513,150,358.286289
58.759984,150,358.37456
49.978816,150,358.459568
1011.797683,72,358.517635
1014.416177,72,358.57431
1010.756035,89,358.735775
1020.966393,73,358.867062
34.212901,150,358.977641
32.295024,150,359.06666
1008.908267,83,359.126918
1017.814686,88,359.18868
1022.827203,75,359.248034
59.771337,150,359.334013
39.007867,150,359.420437
63.561101,150,359.972834
50.001526,150,360.062436
25.783879,150,360.150283
1022.053102,77,360.208413
18.001663,150,360.294978
45.533361,150,360.382688
33.676889,150,360.467215
41.225859,150,360.628256
52.238882,150,360.727793
1017.41283,69,360.784656
40.991988,150,360.870117
1009.463069,77,360.928623
68.719344,150,361.016686
30.318794,150,361.105558
47.868709,150,361.193252
1014.63482,69,361.713075
25.012862,150,361.797645
38.231615,150,361.887302
1013.114238,72,361.943451
1016.371854,74,361.999729
6.826249,150,362.088582
52.52014,150,362.176254
1013.676451,74,362.232147
48.825502,150,362.389256
49.795039,150,362.488786
9.111982,150,362.576187
58.64796,150,362.670263
1011.822297,72,362.727407
27.730523,150,362.813042
49.062292,150,362.900544
49.792112,150,362.988852
50.561355,150,363.541781
1011.927476,70,363.599933
1014.153037,78,363.658128
40.814897,150,363.745601
61.074724,150,363.832719
1007.653041,72,363.889054
1010.759513,81,363.94962
1014.872842,66,364.003496
13.175627,150,364.091481
1009.49546,73,364.151153
68.006733,150,364.236994
38.922194,150,364.407478
45.150961,150,364.507759
1011.221585,70,364.561812
35.151785,150,364.646781
1011.520836,65,364.701679
1019.464104,71,364.758503
1021.921527,90,364.820758
52.949865,150,364.905301
1012.859716,70,365.436993
1016.713275,77,365.495407
1012.132979,68,365.551275
1019.854412,76,365.606889
53.936055,150,365.692193
54.543422,150,365.779321
21.363924,150,365.865765
1007.742753,74,365.923431
1010.291715,70,365.980522
45.220078,150,366.15598
62.009114,150,366.246471
1010.113614,74,366.302622
1014.831411,71,366.359505
67.97391,150,366.446925
63.233726,150,366.533189
48.327179,150,366.618903
31.106108,150,366.704892
36.107781,150,366.791265
36.540289,150,367.443817
1017.56736,68,367.501762
1019.070075,72,367.559033
1014.392648,69,367.61531
32.000429,150,367.702259
1019.546145,75,367.758169
1009.198275,72,367.813698
66.004223,150,367.902116
1010.034045,74,367.958034
62.745818,150,368.134181
1015.066973,77,368.191369
32.495056,150,368.280198
1011.653135,77,368.339689
39.521181,150,368.426044
1011.093583,71,368.481732
75.685187,150,368.570243
26.188602,150,368.653524
6.840023,150,368.737626
1013.452111,67,369.263262
44.181415,150,369.351883
1013.992892,80,369.410141
60.666302,150,369.498069
1016.131485,69,369.555462
1014.892758,86,369.617536
64.120536,150,369.706416
1009.528731,69,369.759822
48.64233,150,369.848113
60.266184,150,369.934323
42.04353,150,370.045496
1007.713324,89,370.176052
1013.447179,68,370.236353
1014.114107,88,370.296483
60.183885,150,370.385483
17.461075,150,370.472553
25.690578,150,370.559832
54.297575,150,371.116051
88.239371,150,371.200895
1011.153156,69,371.257945
40.499261,150,371.343619
1010.132965,81,371.403407
1012.04293,75,371.459926
50.624206,150,371.545843
63.19553,150,371.635243
12.206963,150,371.79378
28.614253,150,371.894397
36.66321,150,371.980369
1011.874221,78,372.039147
49.551445,150,372.126888
1012.839302,87,372.188765
46.413713,150,372.273969
48.501366,150,372.358982
7.763123,150,372.909808
1015.355529,71,372.966487
1014.784507,76,373.026272
61.586803,150,373.114009
72.752433,150,373.202414
12.803822,150,373.287709
50.214314,150,373.375276
1022.998879,78,373.43344
44.974514,150,373.518888
41.397741,150,373.694654
41.685896,150,373.78187
50.116371,150,373.870008
60.935745,150,373.958693
27.382172,150,374.04686
1014.614861,72,374.102655
61.831049,150,374.19088
1025.499743,85,374.252996
65.632697,150,374.809792
1013.342436,78,374.86877
63.297562,150,374.957013
22.359521,150,375.045546
43.429802,150,375.133033
1015.101417,72,375.188727
46.072725,150,375.275953
48.150987,150,375.36763
8.129003,150,375.544482
48.847433,150,375.641365
50.256119,150,375.726921
54.486723,150,375.81384
44.397072,150,375.901678
53.356238,150,375.989445
47.159334,150,376.547814
23.872955,150,376.632368
61.26999,150,376.718255
82.321378,150,376.805225
1009.105146,76,376.862154
16.730369,150,376.947964
1019.581894,77,377.006715
45.633928,150,377.095363
10.009148,150,377.276653
37.369036,150,377.36567
55.308088,150,377.454628
1011.373497,87,377.515819
1011.949693,67,377.570795
57.878813,150,377.661618
1013.904618,79,377.723309
83.22676,150,377.902237
59.66365,150,378.475853
1015.067162,70,378.533336
11.47388,150,378.620024
47.804736,150,378.706707
59.226878,150,378.794294
1010.568306,71,378.853098
1022.26041,75,378.91026
1018.065993,75,378.967749
1007.89616,92,379.034452
61.666053,150,379.19854
39.809456,150,379.28427
22.137714,150,379.369239
52.963212,150,379.455568
1012.580242,72,379.511083
53.499435,150,379.598024
38.947087,150,379.684346
29.153049,150,379.770974
1010.33934,80,380.294254
1013.270872,80,380.356359
14.049021,150,380.441059
40.380687,150,380.526765
1008.817751,80,380.584588
1027.353656,92,380.64949
38.854304,150,380.73656
12.889209,150,380.82399
86.057582,150,380.911225
1018.251235,76,381.078901
69.058564,150,381.191232
23.41831,150,381.278865
45.786941,150,381.366165
1010.948363,77,381.427358
68.947543,150,381.515317
41.159878,150,381.60659
47.967152,150,382.163137
1009.349109,89,382.226377
46.731084,150,382.311994
1014.22933,72,382.366661
56.571497,150,382.453545
1016.207089,67,382.50598
1015.356377,90,382.567048
1017.715364,73,382.623204
1017.990427,72,382.680421
1010.60891,87,382.744926
1011.850324,83,382.885726
67.038881,150,382.973001
1013.376878,67,383.029225
21.490028,150,383.11658
79.765461,150,383.20365
1056.839845,118,383.277727
15.355593,150,383.366276
1020.22029,72,383.423934
11.777649,150,383.509781
33.609574,150,384.06767
29.768579,150,384.15493
1024.64342,96,384.222703
62.482447,150,384.30856
1009.669562,73,384.363093
36.136294,150,384.451073
1015.15096,76,384.507293
46.991084,150,384.591067
69.754724,150,384.768365
50.447041,150,384.854157
1010.667422,75,384.910531
26.262951,150,384.999461
28.925563,150,385.086865
49.819499,150,385.172742
52.013678,150,385.26018
47.771165,150,385.34639
1010.683209,68,385.867369
1012.680869,75,385.925474
49.846803,150,386.012775
1011.33394,82,386.077452
60.34015,150,386.165214
18.135349,150,386.252261
1007.590188,71,386.306393
38.110252,150,386.392847
1009.051774,81,386.455418
1014.177632,71,386.508479
1010.873417,75,386.650398
1012.817877,68,386.712377
21.328923,150,386.797541
62.822845,150,386.885233
45.603284,150,386.972491
40.306153,150,387.061825
1026.16625,80,387.121742
1010.214361,79,387.179284
34.392419,150,387.739934
1010.764353,90,387.803147
1016.414658,70,387.85876
28.829965,150,387.945395
47.443127,150,388.033915
63.637302,150,388.120966
53.012831,150,388.207537
69.159118,150,388.293089
1012.497995,68,388.348169
24.625998,150,388.518208
38.399514,150,388.603651
21.178167,150,388.776281
1013.98343,68,388.832359
43.583821,150,388.92104
54.051812,150,389.007524
1012.746154,69,389.0633
1013.69818,82,389.123101
50.645016,150,389.676833
30.755038,150,389.763605
39.602688,150,389.850654
53.792883,150,389.936624
1015.634511,68,389.988417
41.382813,150,390.075254
1013.080698,78,390.133797
57.417632,150,390.222517
54.56359,150,390.39544
43.383917,150,390.481966
51.69325,150,390.568242
46.107036,150,390.72209
1016.981753,75,390.786912
39.022227,150,390.877553
58.839147,150,390.964779
26.004014,150,391.523969
46.911071,150,391.608643
1024.250773,89,391.673789
1013.544529,71,391.729471
1015.133872,80,391.78874
55.165937,150,391.876535
73.92573,150,391.966736
1018.212208,70,392.023533
43.160981,150,392.113698
1021.819122,81,392.27072
48.424664,150,392.382938
1011.241918,71,392.440285
1008.909879,74,392.496743
53.148583,150,392.582553
33.809081,150,392.671064
49.867339,150,392.759105
62.08412,150,392.84558
13.918197,150,393.404949
30.621009,150,393.491166
19.355237,150,393.579065
1014.317234,68,393.635223
1011.1173,69,393.691571
50.836123,150,393.777384
43.219089,150,393.861825
42.269161,150,393.951728
91.823314,150,394.041438
60.37666,150,394.210954
24.186239,150,394.294931
40.240951,150,394.383243
27.35437,150,394.470129
41.937702,150,394.557905
42.746683,150,394.643309
1014.399137,72,395.184755
51.384568,150,395.272812
1010.640397,75,395.330071
1012.71287,72,395.38623
77.274971,150,395.474637
65.408687,150,395.560123
1010.27128,74,395.615868
1012.710752,69,395.671439
1020.143159,78,395.728959
42.24096,150,395.815664
1012.982903,68,395.956631
1016.362913,72,396.012946
1009.836292,72,396.071641
1010.555466,71,396.129351
1008.10059,73,396.186388
1013.475736,71,396.242696
37.78605,150,396.327726
50.695078,150,396.416763
1006.817238,77,396.475679
1010.025987,73,396.531698
1011.312007,74,396.589903
55.051988,150,397.148654
40.310458,150,397.236336
1013.957159,69,397.289823
1014.463641,67,397.34229
29.861677,150,397.429108
1014.187539,76,397.48613
48.48465,150,397.572572
1009.311087,71,397.627011
13.025285,150,397.713556
66.708614,150,397.926483
51.123307,150,398.043848
1009.802697,77,398.102307
64.618565,150,398.189806
1010.987561,72,398.246415
24.729774,150,398.333315
42.42229,150,398.419387
27.104777,150,398.505826
46.772894,150,399.068398
61.242174,150,399.156829
38.111231,150,399.245912
51.42275,150,399.332744
6.648648,150,399.420121
1014.342729,72,399.476952
55.845304,150,399.638173
52.869635,150,399.825978
1009.008338,74,399.883529
32.915782,150,399.971637
34.549361,150,400.057799
53.389693,150,400.146413
29.7849,150,400.231324
24.412702,150,400.315029
34.32545,150,400.401161
51.565383,150,400.94871
68.753247,150,401.037715
39.170346,150,401.124507
1015.67715,79,401.18308
56.768289,150,401.270495
1012.107594,70,401.327255
81.594712,150,401.412661
71.038827,150,401.50171
2.770583,150,401.660071
47.953307,150,401.74779
1014.035569,70,401.801308
75.696752,150,401.887724
1047.791113,114,401.964096
31.521527,150,402.050225
54.282466,150,402.136582
21.038136,150,402.692155
1011.734717,70,402.747581
1017.649859,86,402.809551
48.904507,150,402.894113
1013.626608,71,402.950875
32.599177,150,403.037799
36.246543,150,403.123024
1022.351642,79,403.180378
1012.318163,68,403.236774
1011.312888,75,403.295205
9.030457,150,403.38206
83.997762,150,403.55419
1010.186233,75,403.612809
1017.097477,77,403.671048
1012.510578,72,403.725668
1018.021762,71,403.779794
1008.4872,73,403.8361
40.172324,150,403.92234
55.582534,150,404.011259
1014.757132,67,404.06748
50.529509,150,404.634797
17.474124,150,404.721743
35.247076,150,404.810043
16.198926,150,404.898478
1010.9977,72,404.954797
72.687422,150,405.04264
1016.861853,87,405.105548
42.111285,150,405.266443
40.809137,150,405.364979
15.552892,150,405.45043
25.700236,150,405.536236
1009.800763,77,405.595162
1020.780651,78,405.655238
40.306099,150,405.743532
29.046484,150,405.829322
4.197611,150,406.387432
1010.803069,73,406.44589
56.397745,150,406.532031
52.786674,150,406.617384
1008.00301,73,406.674148
3.459432,150,406.758069
79.187917,150,406.841728
1013.796178,69,406.895867
59.706793,150,406.984339
72.057807,150,407.07194
25.444414,150,407.243165
1009.409694,73,407.299863
1014.329466,69,407.355942
1017.577964,84,407.414776
1014.983116,69,407.469937
62.484956,150,407.557096
1011.822709,74,407.612567
53.110776,150,407.701828
1010.361954,80,407.760986
1010.834629,65,408.318553
17.830179,150,408.40796
61.441823,150,408.49501
67.965467,150,408.582615
11.442098,150,408.667344
78.666716,150,408.752683
57.824085,150,408.836953
1010.088464,86,408.979541
28.204451,150,409.068352
68.685411,150,409.156616
34.988035,150,409.241628
1014.573667,73,409.299707
7.204331,150,409.385958
1015.050958,81,409.446432
51.659259,150,409.533612
1032.316622,84,409.593692
1016.140089,82,410.126568
85.998745,150,410.216925
47.601731,150,410.305028
62.982313,150,410.391562
21.814711,150,410.545905
78.874029,150,410.649548
1015.519404,66,410.70387
1016.422152,79,410.846681
1010.144905,69,410.903018
1021.655415,74,410.958991
63.705708,150,411.048429
1010.213765,73,411.104842
37.731931,150,411.192158
45.643181,150,411.277416
60.611307,150,411.365856
56.023991,150,411.451898
25.21064,150,412.004361
1014.865688,68,412.062617
50.768012,150,412.150916
35.83334,150,412.235528
27.259061,150,412.320571
1009.045068,71,412.376229
-14.063067,150,412.462905
9.984057,150,412.548278
29.628613,150,412.705514
11.50411,150,412.80262
18.442023,150,412.889342
49.022949,150,412.977763
63.476214,150,413.06719
1015.602236,75,413.12352
54.783907,150,413.212829
1012.501433,70,413.26939
1013.183624,73,413.326829
39.06733,150,413.877859
1014.04465,69,413.934098
33.417348,150,414.023845
38.818844,150,414.111756
26.99303,150,414.198295
67.763074,150,414.28656
1013.051459,79,414.344415
32.687396,150,414.433172
1027.630312,79,414.586075
1018.513783,71,414.661891
39.656012,150,414.750149
57.035869,150,414.836906
1024.396326,86,414.896853
44.435189,150,414.98347
1011.065809,75,415.042217
13.449609,150,415.129772
44.114728,150,415.68594
1012.833507,78,415.745419
54.716534,150,415.831471
61.885292,150,415.917896
67.512839,150,416.003141
14.017977,150,416.093572
50.844259,150,416.182007
1025.358492,83,416.241878
1036.881648,93,416.306911
4.399912,150,416.473845
17.723332,150,416.559773
1016.071731,72,416.616763
1020.895543,78,416.673407
55.254393,150,416.761249
4.39715,150,416.848791
1015.652705,69,416.904093
52.863766,150,416.989644
1010.841657,70,417.511414
60.982027,150,417.599646
1015.932261,68,417.65489
63.171112,150,417.739012
22.28135,150,417.82564
-0.89038,150,417.909413
1015.547085,79,417.967293
24.918686,150,418.055254
73.430217,150,418.143753
16.535181,150,418.300587
65.622893,150,418.398466
66.529562,150,418.486508
40.626681,150,418.575994
21.24075,150,418.66291
59.179624,150,418.751407
46.008843,150,419.310546
1011.085149,70,419.366007
43.934609,150,419.451876
10.498047,150,419.536856
66.687046,150,419.623677
24.942929,150,419.711145
38.11879,150,419.796289
1013.197582,78,419.855373
81.755085,150,419.94768
1009.501803,84,420.099188
50.572198,150,420.204447
40.053908,150,420.295722
63.259595,150,420.381352
1014.570868,77,420.437731
1011.897237,76,420.495255
1015.710001,70,420.550654
55.325988,150,420.635888
1014.834206,76,421.165266
67.886977,150,421.253262
1014.392793,68,421.309307
45.689824,150,421.483106
41.897944,150,421.57156
1009.525251,78,421.630939
57.657334,150,421.719471
47.026783,150,421.900017
67.133928,150,421.98815
62.5083,150,422.076423
23.39527,150,422.163643
30.013013,150,422.250727
53.47335,150,422.33699
32.765468,150,422.42338
92.076261,150,422.512968
51.848802,150,423.077684
48.659594,150,423.164021
43.505074,150,423.251142
59.131098,150,423.337929
89.175129,150,423.423809
45.305967,150,423.509287
53.769183,150,423.593766
1017.024995,76,423.728692
1021.11366,85,423.796845
1012.807582,71,423.85122
1009.619802,72,423.905542
9.638941,150,423.991159
47.152049,150,424.081399
1013.172963,69,424.136899
54.287136,150,424.223195
54.666744,150,424.313904
1015.956024,71,424.369703
1006.623019,79,424.889304
75.396364,150,424.976685
1010.082311,76,425.035547
1015.424136,68,425.091294
28.404196,150,425.174646
53.775371,150,425.262251
44.968652,150,425.35188
67.424276,150,425.440119
1014.416593,69,425.497092
52.466582,150,425.688341
19.825198,150,425.79712
41.350339,150,425.883665
75.494345,150,425.969441
19.039703,150,426.054638
55.57048,150,426.141303
52.513756,150,426.696224
88.937646,150,426.784546
3.695278,150,426.871086
1009.842246,74,426.928475
1014.710007,71,426.984021
1015.79173,65,427.038572
65.572283,150,427.125812
47.837502,150,427.214762
1013.953227,78,427.273319
36.710736,150,427.360785
22.6018,150,427.527776
1012.430763,74,427.586767
66.928841,150,427.674085
45.498357,150,427.759814
1013.679868,70,427.815505
70.464358,150,427.901181
48.943944,150,427.987875
46.556882,150,428.54636
62.042625,150,428.635473
1014.58883,81,428.697195
50.900829,150,428.786152
24.940702,150,428.873545
1012.544267,70,428.93093
57.077083,150,429.017285
1009.356789,80,429.076312
1014.448044,70,429.202285
55.080817,150,429.303782
16.288299,150,429.390829
1019.655344,74,429.449186
43.326271,150,429.535395
1021.304418,87,429.597646
26.504633,150,429.685167
56.740885,150,429.773013
1010.551841,73,429.828029
1016.340382,77,429.885004
1019.253597,87,430.415636
71.072927,150,430.503042
33.005842,150,430.587115
1034.916176,97,430.652246
20.157753,150,430.739251
52.23785,150,430.825825
28.611849,150,430.91151
49.310513,150,430.999534
20.674039,150,431.190909
17.882081,150,431.30738
39.419728,150,431.395751
1010.931343,79,431.454831
44.403272,150,431.543246
62.033988,150,431.63048
47.086891,150,432.189177
-19.089061,150,432.277754
-7.75616,150,432.45041
52.43676,150,432.540345
37.764256,150,432.627515
1011.868567,79,432.686253
16.517987,150,432.776087
63.570315,150,432.863087
1012.541749,80,433.00885
1020.934397,77,433.070271
45.775896,150,433.155993
1012.364079,79,433.215814
-3.882034,150,433.298467
1019.047782,74,433.35347
62.429102,150,433.43859
-2.998793,150,433.524003
1014.445378,77,433.582106
1008.868005,81,434.111391
1013.430693,68,434.165899
1024.205501,78,434.226869
54.283431,150,434.315096
10.985304,150,434.400908
56.444209,150,434.491126
1021.2732,74,434.547902
45.148921,150,434.633414
40.96747,150,434.722607
68.54622,150,434.808306
1015.400744,65,434.93863
1010.615098,70,434.993184
1015.711999,72,435.052288
50.167249,150,435.140519
7.544124,150,435.226063
1016.273889,73,435.281422
60.216692,150,435.369987
1015.030071,74,435.428432
64.580932,150,435.982227
40.23501,150,436.070205
62.944821,150,436.159196
39.886842,150,436.243336
42.526787,150,436.329124
54.710554,150,436.421431
35.836486,150,436.509134
1013.087494,78,436.569811
45.183537,150,436.727873
14.354357,150,436.853088
38.5975,150,436.942241
45.838748,150,437.031646
16.495029,150,437.119775
60.795444,150,437.205057
32.602483,150,437.765247
1017.225533,72,437.820641
23.535969,150,437.906574
57.297928,150,437.995811
1015.543541,73,438.054138
42.801489,150,438.144051
47.999797,150,438.23386
51.920991,150,438.321095
57.730483,150,438.483437
66.944287,150,438.573954
60.838637,150,438.660894
1016.111293,68,438.715557
56.965797,150,438.804619
42.290629,150,438.891602
37.122798,150,438.976657
1014.64789,78,439.037254
1015.749378,70,439.091579
73.8166,150,439.650137
1018.690121,68,439.704641
60.782647,150,439.792422
28.197083,150,439.879298
52.303448,150,439.968542
41.177738,150,440.0572
1020.967332,78,440.114985
1015.483535,67,440.170109
61.152866,150,440.341655
49.873916,150,440.429643
41.721577,150,440.516073
61.725002,150,440.603472
48.690822,150,440.691265
35.325624,150,440.779008
49.374259,150,440.866009
1010.126382,74,441.39507
1013.525475,70,441.450037
-17.65241,150,441.537683
41.966971,150,441.621577
1016.400083,69,441.676628
49.297832,150,441.764371
53.288481,150,441.850448
48.442106,150,441.938945
1016.602629,67,442.039068
1012.924308,69,442.157106
57.158324,150,442.271286
1013.699172,67,442.326547
36.262481,150,442.415461
33.631718,150,442.500331
49.148225,150,442.589088
42.635991,150,442.678117
44.202538,150,442.76534
67.24136,150,443.410628
1021.288181,82,443.471795
1008.675682,76,443.530061
50.664257,150,443.617501
36.459891,150,443.739244
1015.365005,75,443.798326
54.041888,150,443.977792
1015.002317,72,444.060305
35.041792,150,444.164543
31.466115,150,444.251114
29.747577,150,444.337693
1010.777146,79,444.39859
29.914982,150,444.486178
49.550131,150,444.571523
1013.562357,75,444.628685
