#{"t_start": 1774016855.9330106, "env_id": "ColoredChestKuka-v0"}
r,l,t
-61.33661,150,16.660497
-56.050779,150,16.774593
-53.028748,150,16.889059
33.089259,150,17.616122
239.835029,125,17.717664
48.358997,150,17.833548
-38.756719,150,17.949856
-23.920611,150,18.065937
-53.384351,150,18.182239
-65.610316,150,18.298335
97.466016,80,18.368256
-31.704277,150,18.483047
119.449279,92,18.56232
-61.355268,150,18.679261
-67.058612,150,18.797659
349.536681,150,18.914372
29.528899,150,19.029664
-53.841184,150,19.146355
-49.234678,150,19.873947
170.096707,150,19.990422
-48.231703,150,20.106975
207.9614,150,20.223236
-42.692365,150,20.339234
60.912502,150,20.45474
-66.747878,150,20.570825
-47.695959,150,20.688497
-66.266183,150,20.804281
134.86277,150,20.920559
-60.724378,150,21.037115
-32.14713,150,21.15351
-48.084457,150,21.268972
272.4978,150,21.998292
-62.695409,150,22.114823
-84.393464,150,22.23038
32.288853,150,22.346999
-81.499156,150,22.463641
125.247815,99,22.547032
225.058169,150,22.663528
337.085172,150,22.78013
-66.966642,150,22.897084
-73.497687,150,23.012766
-55.247515,150,23.128567
-51.603364,150,23.245123
-36.93879,150,23.362537
-58.55717,150,23.478058
-63.945038,150,24.203823
-20.112547,150,24.319814
90.365306,150,24.435491
94.168233,150,24.551497
-71.941999,150,24.668105
37.001518,150,24.783951
147.283247,150,24.901811
366.353578,133,25.006805
-53.147408,150,25.12162
-58.503108,150,25.237351
69.47039,150,25.352408
-70.836111,150,25.467609
203.759827,150,25.583282
-52.587729,150,25.698321
64.421427,150,26.395973
-29.041347,150,26.511808
-47.251954,150,26.627336
-53.936281,150,26.742858
-39.004133,150,26.858311
-56.790581,150,26.974423
-0.65101,150,27.090499
97.737697,83,27.16369
203.909302,150,27.27923
119.500693,97,27.361018
-50.561725,150,27.475861
248.477106,150,27.591536
-12.157492,150,27.707463
105.342571,150,27.823314
117.668564,102,27.907846
120.426078,150,28.60469
100.418992,83,28.678059
-55.06704,150,28.79365
86.163372,150,28.910193
-31.609966,150,29.026652
-52.204344,150,29.141547
-52.270522,150,29.257356
-37.285475,150,29.371866
-57.460926,150,29.487237
-55.471204,150,29.603198
-60.353353,150,29.719416
-54.581604,150,29.835524
-52.318329,150,29.95065
-64.494953,150,30.066701
12.808609,150,30.763532
37.634436,150,30.878876
-70.274663,150,30.99333
0.844028,150,31.107745
346.474153,150,31.222981
-74.061797,150,31.337431
56.134499,150,31.45142
71.531475,150,31.566565
-32.95235,150,31.681268
81.042053,150,31.795489
66.631573,150,31.910563
-49.384508,150,32.025747
158.836659,150,32.140924
250.172242,150,32.255742
-58.290987,150,32.950786
78.095427,150,33.067039
394.418612,150,33.182599
327.49043,150,33.298025
-54.622192,150,33.413175
-63.701036,150,33.529108
69.157025,150,33.644644
-57.815548,150,33.760282
-58.158451,150,33.876341
13.930607,150,33.992756
-58.447269,150,34.11416
-54.505411,150,34.229969
85.733356,150,34.346119
-76.209836,150,35.046396
-64.842546,150,35.160873
-63.533265,150,35.274979
-54.535845,150,35.388556
134.519645,150,35.500648
140.454381,150,35.613536
-73.891485,150,35.726298
15.502586,150,35.839446
-58.481488,150,35.953271
-49.278954,150,36.067255
64.951723,150,36.184144
-52.13143,150,36.298339
297.411202,150,36.411997
18.026273,150,36.52472
25.749548,150,37.219692
207.242903,150,37.332879
292.354758,133,37.434841
121.525194,84,37.50573
-72.292468,150,37.619947
-39.357254,150,37.734598
256.996321,150,37.847614
-67.160435,150,37.960119
-81.058882,150,38.072508
176.564145,135,38.176695
34.332062,150,38.290906
-57.546279,150,38.404557
-56.896481,150,38.518298
175.995642,150,38.634757
-72.277009,150,39.335251
60.289779,150,39.450494
129.221011,92,39.529372
-75.757661,150,39.646901
45.619502,150,39.762143
-49.197282,150,39.881052
49.195806,150,39.99617
-57.798062,150,40.1107
-53.755567,150,40.224613
150.706319,107,40.31462
-30.935707,150,40.429729
141.238873,110,40.519994
174.738157,150,40.635144
142.152431,150,40.752423
105.232866,117,40.847544
317.873486,150,41.544925
-57.034249,150,41.659982
-52.435197,150,41.775128
-50.458287,150,41.891556
-40.369341,150,42.006895
-14.8956,150,42.123019
24.534877,150,42.23919
45.951604,150,42.355897
-30.270244,150,42.470841
-53.742841,150,42.586913
153.219307,150,42.702509
-54.499766,150,42.818454
-58.026258,150,42.935113
131.40685,102,43.02527
-55.899561,150,43.724974
-46.270896,150,43.840846
-64.907604,150,43.956529
205.111666,150,44.073367
88.505746,150,44.187766
156.423909,121,44.284124
320.005679,126,44.384193
-72.689846,150,44.50081
124.257042,83,44.574323
143.821812,150,44.69184
-47.930484,150,44.808822
97.388995,150,44.925554
-54.229754,150,45.041385
16.983864,150,45.157403
-33.47574,150,45.273923
-78.574104,150,45.979641
-52.330369,150,46.098259
313.542373,150,46.217482
-43.14534,150,46.332485
-71.670015,150,46.44783
287.539719,150,46.563993
-42.02289,150,46.681127
-75.80222,150,46.797708
5.210904,150,46.91447
-79.740232,150,47.030747
-77.389184,150,47.146483
-39.666815,150,47.261551
306.280153,150,47.376704
105.204789,86,47.451163
-66.977338,150,48.14693
180.719017,150,48.266244
161.607716,150,48.382863
154.278293,150,48.498383
54.056278,150,48.614051
-21.622645,150,48.730316
50.750478,150,48.848706
-4.479605,150,48.9669
124.266982,150,49.083615
-66.857755,150,49.199203
-47.46627,150,49.314397
157.992928,150,49.430053
-53.414277,150,49.54604
171.602198,150,50.244137
-46.718791,150,50.359578
119.143324,150,50.475383
-71.704818,150,50.591595
106.743034,150,50.708058
-66.060533,150,50.82432
-57.485414,150,50.940015
-81.089379,150,51.056068
-53.141987,150,51.172213
-49.331386,150,51.287055
1.497436,150,51.402432
107.906452,84,51.475646
111.512033,91,51.552703
-82.692967,150,51.667522
-44.166326,150,51.783036
135.654367,111,52.454813
22.905418,150,52.570126
-24.992572,150,52.685426
60.159567,150,52.800766
80.670801,150,52.916267
-57.831143,150,53.033759
-59.138325,150,53.149756
217.414355,150,53.266305
251.025544,150,53.382306
90.026934,150,53.498146
174.087017,150,53.614558
-47.884347,150,53.730483
145.258497,91,53.808391
-56.801249,150,53.923868
-28.527558,150,54.619948
275.097162,150,54.735148
104.42726,83,54.80733
-63.216631,150,54.923088
208.475109,120,55.018804
-48.155907,150,55.133985
-64.428597,150,55.249023
263.160598,150,55.364241
-69.94551,150,55.478764
91.206468,73,55.544698
178.904118,105,55.633323
195.218918,150,55.749494
-17.519753,150,55.864104
97.613345,71,55.928329
106.284687,88,56.003219
70.081777,150,56.118456
219.86818,99,56.781258
117.889005,74,56.847926
246.126423,150,56.965453
312.167385,150,57.082901
-27.155714,150,57.198119
62.082842,150,57.314212
119.941046,80,57.38343
-8.184806,150,57.498081
-46.355119,150,57.611672
27.150629,150,57.724961
-26.992381,150,57.838532
140.681618,87,57.912089
35.65939,150,58.026038
-58.806943,150,58.140257
112.134904,150,58.253687
-29.062459,150,58.368045
-17.844383,150,59.071458
167.437177,150,59.186521
138.09787,150,59.299729
-32.958329,150,59.412717
303.053811,120,59.506618
252.017721,113,59.596328
-59.383667,150,59.709493
-45.194399,150,59.822686
-32.934542,150,59.936126
-24.337373,150,60.050032
115.354113,85,60.122194
14.545797,150,60.236214
179.073246,150,60.349863
-37.707246,150,60.464285
87.557275,150,61.168311
191.457556,150,61.290234
194.536086,150,61.407606
133.429866,150,61.521958
61.80836,150,61.636418
57.928831,150,61.750571
-40.944258,150,61.86545
166.417244,150,61.980717
8.697062,150,62.094574
150.436991,150,62.211949
193.141467,150,62.326688
163.799732,150,62.441818
-21.389375,150,62.555971
-39.783811,150,62.670762
162.808079,150,63.368111
165.833426,150,63.487298
216.716291,122,63.586324
-20.766769,150,63.70196
324.368012,150,63.819696
190.037006,150,63.936763
368.51291,150,64.052089
99.2741,150,64.168801
122.880536,150,64.286075
229.346104,150,64.402827
185.739956,150,64.518596
39.50705,150,64.635727
140.612141,150,64.751534
54.352974,150,64.867941
429.740276,150,65.564739
6.933613,150,65.680628
293.40575,150,65.796299
-39.722318,150,65.91527
-12.441414,150,66.03037
472.485241,150,66.147705
302.249202,150,66.264399
49.92122,150,66.38039
158.852984,106,66.469165
128.242254,150,66.586001
249.441681,150,66.702127
107.251707,150,66.818468
256.998028,150,66.934868
-36.974426,150,67.632937
161.110364,117,67.728394
260.435076,150,67.8459
154.020411,96,67.928172
85.740215,150,68.044928
145.535224,150,68.162847
206.383335,150,68.280914
279.708499,150,68.397724
61.911807,150,68.514756
44.037095,150,68.633231
29.685612,150,68.749143
265.61267,150,68.865009
202.565362,118,68.961884
231.459152,150,69.077999
175.84728,150,69.194159
234.066557,150,69.893695
102.40984,84,69.967241
257.163598,150,70.082949
124.977246,92,70.161877
181.376249,122,70.259666
190.78868,150,70.375576
246.232508,150,70.491894
92.385094,150,70.607956
-5.644634,150,70.724363
-47.417691,150,70.8398
232.121004,150,70.954469
153.873098,107,71.043844
156.081231,100,71.134022
303.831058,150,71.249458
136.508837,150,71.366108
136.992126,150,72.063697
175.299797,150,72.180436
240.677702,108,72.269763
182.770653,150,72.386046
35.043129,150,72.502186
194.708987,150,72.618211
96.672216,150,72.734599
115.351097,80,72.806509
438.338246,150,72.922168
213.385554,150,73.041759
-6.531675,150,73.157518
208.752822,150,73.274087
207.750697,150,73.390191
256.85345,150,73.507337
152.037428,150,73.624815
268.562669,150,74.322922
110.860749,74,74.390769
-42.69768,150,74.505982
25.036275,150,74.622047
388.666993,150,74.737863
147.02087,150,74.853512
88.376729,150,74.97004
58.856222,150,75.08655
282.749723,150,75.203488
32.830265,150,75.320506
149.725957,150,75.435845
22.892383,150,75.55184
92.159989,150,75.670705
305.211669,150,75.7872
-46.403431,150,76.483596
110.563605,150,76.599253
149.133803,93,76.678561
-43.741232,150,76.794097
120.476066,150,76.909805
247.342141,150,77.025968
109.648109,78,77.095558
295.637488,150,77.212219
230.500692,150,77.330382
-53.060532,150,77.446672
-34.159199,150,77.563467
57.156817,150,77.678833
11.638389,150,77.794463
115.162924,83,77.867535
171.160571,150,77.983246
202.326711,150,78.68021
-11.989222,150,78.794909
309.528516,150,78.910693
97.336074,150,79.026727
101.442191,74,79.094085
103.902276,150,79.209545
405.739864,150,79.325197
325.085118,150,79.440048
175.651124,150,79.556065
151.932882,92,79.637492
-47.533801,150,79.752978
102.219449,79,79.822475
169.544485,105,79.907148
282.226919,150,80.019948
211.330024,150,80.13381
161.146161,150,80.8577
157.816161,125,80.955682
219.555555,150,81.07079
-47.541265,150,81.185036
79.199656,150,81.298926
136.260434,150,81.413265
233.335222,150,81.527163
158.827425,150,81.640635
192.872506,150,81.754028
242.727965,150,81.867576
106.592865,83,81.938146
42.623485,150,82.051794
-17.0247,150,82.164607
22.692358,150,82.278013
332.351672,150,83.00067
291.142538,150,83.113869
52.103135,150,83.227212
256.587769,150,83.341026
0.278751,150,83.45507
0.848553,150,83.56952
115.623811,81,83.640276
336.779581,150,83.755433
98.569616,79,83.826541
99.426308,77,83.895762
99.446413,76,83.963825
130.13477,150,84.078876
115.504386,150,84.194413
68.684964,150,84.309911
251.407153,150,84.424852
89.706602,150,84.539566
32.371694,150,85.264496
215.018084,150,85.380433
-38.02473,150,85.495224
26.328599,150,85.61193
165.171968,150,85.729441
250.546689,150,85.847559
226.003655,150,85.964641
119.512686,90,86.042474
119.739949,85,86.117315
112.353505,99,86.199528
288.240644,150,86.315887
321.306405,150,86.434785
113.125932,78,86.512128
162.998388,100,86.596637
-49.36824,150,86.713168
-20.890249,150,86.829959
21.536861,150,87.528232
106.55867,71,87.59255
197.198257,96,87.674181
37.148698,150,87.790361
214.483439,150,87.906616
188.282036,150,88.023934
321.537448,150,88.138887
314.649942,150,88.254389
315.902934,150,88.371388
273.560277,150,88.487928
187.027407,150,88.604083
282.477672,150,88.720139
75.466949,150,88.838064
214.078239,99,88.922701
290.707129,150,89.618903
104.253576,150,89.735512
215.380009,118,89.831283
282.676442,150,89.94729
150.074722,150,90.062743
124.722933,150,90.180528
164.112798,150,90.297401
143.240044,96,90.380675
91.971201,150,90.499329
131.277065,88,90.576443
326.295564,150,90.693087
82.589154,150,90.809956
439.939424,150,90.927211
123.729985,150,91.043539
204.045885,150,91.160579
315.963753,150,91.861425
84.02455,150,91.977522
265.520244,150,92.093955
141.873106,93,92.174662
33.161223,150,92.29115
298.184536,150,92.407529
439.852418,150,92.525203
109.787782,150,92.643674
150.067719,150,92.760829
120.971011,150,92.878097
-45.730816,150,92.994041
101.969346,75,93.062701
266.873465,104,93.149593
139.186549,150,93.266265
117.765063,75,93.33413
97.836118,69,93.397908
-46.011962,150,94.09554
335.174241,150,94.210483
96.906598,150,94.326806
217.173094,150,94.443392
126.551097,92,94.525115
130.182742,150,94.641287
203.736343,150,94.757952
188.233549,150,94.875755
4.442199,150,94.990576
43.352666,150,95.104889
190.999931,150,95.219415
299.35831,150,95.335849
160.972933,150,95.452937
118.025436,88,95.52997
109.55873,72,95.595688
269.72202,150,96.293152
228.004671,150,96.409492
100.594997,98,96.490943
395.777123,150,96.606731
261.279532,150,96.722188
519.468482,150,96.838603
241.002314,150,96.955781
145.790625,150,97.070342
314.291001,150,97.186664
112.918897,85,97.260819
67.709131,150,97.376094
104.379476,84,97.450189
369.798693,150,97.566361
229.451559,150,97.682831
36.571375,150,97.798946
144.842829,84,98.454058
126.702197,80,98.525764
126.564806,79,98.596383
303.406346,142,98.707853
99.159189,81,98.779817
320.63353,124,98.879361
404.522755,150,98.995731
104.45262,77,99.065207
128.028109,75,99.13342
128.60644,150,99.248738
235.902474,112,99.340151
233.395433,150,99.455251
43.695779,150,99.571393
233.218636,150,99.688385
273.68192,150,99.805096
392.555959,150,99.922011
236.60683,150,100.038159
-38.675442,150,100.733927
-25.697689,150,100.848988
239.485374,125,100.948751
138.408851,87,101.024716
249.868334,150,101.141697
-51.941062,150,101.257224
371.50053,150,101.374976
93.10559,150,101.491425
106.170333,150,101.60573
30.102193,150,101.721449
105.298118,150,101.838568
-15.043991,150,101.955308
247.418097,150,102.071308
206.884044,150,102.188117
-45.157275,150,102.892752
116.789076,90,102.969075
19.082111,150,103.083443
32.692961,150,103.198165
69.216126,150,103.312815
351.908319,150,103.426998
-51.990393,150,103.539723
26.343032,150,103.652689
97.374835,73,103.716361
44.844324,150,103.82956
119.916566,150,103.94244
126.944637,92,104.018365
110.167567,75,104.083157
242.016399,150,104.196506
250.724781,150,104.31072
276.011081,150,105.004642
159.583065,150,105.118162
-38.308872,150,105.231264
14.078798,150,105.344942
156.062979,83,105.41498
336.916823,150,105.52751
137.858555,80,105.595894
244.652418,150,105.710147
184.095389,150,105.825763
114.764312,150,105.939224
260.891621,150,106.053262
-40.962451,150,106.168235
193.061004,150,106.283936
43.454506,150,106.399503
460.717233,150,106.515415
172.182073,91,107.175025
249.149847,150,107.289558
124.37341,86,107.363727
383.074796,150,107.479448
426.16881,150,107.595222
230.349682,150,107.711257
43.734197,150,107.82695
187.64572,150,107.941843
195.646714,150,108.057713
269.484464,150,108.173455
101.937429,150,108.289727
322.284701,150,108.406604
170.214314,89,108.483687
119.919841,81,108.555925
52.228758,150,108.672148
262.279434,150,109.373974
268.189618,108,109.463861
129.418642,150,109.57954
94.215916,150,109.695013
222.812676,150,109.810974
144.033621,150,109.926662
62.264832,150,110.041604
106.799074,150,110.15864
182.47685,150,110.27406
388.55256,150,110.389366
98.711569,70,110.455521
324.639879,121,110.552908
115.467577,150,110.668268
15.880611,150,110.785439
169.722306,150,110.901996
298.922976,150,111.600892
137.659324,150,111.716448
197.098579,150,111.832294
204.38886,150,111.949541
-23.023939,150,112.064606
311.476235,150,112.180533
174.046476,150,112.296528
221.23719,150,112.413413
140.09273,96,112.495174
265.607343,150,112.610871
25.285228,150,112.727179
-11.115061,150,112.843097
108.645603,77,112.913109
91.775565,150,113.030496
293.357858,150,113.732865
109.489767,71,113.798654
441.885559,150,113.915548
217.586284,150,114.031949
119.740996,150,114.146226
106.357314,73,114.212351
195.403394,150,114.328987
188.45013,150,114.446131
34.171592,150,114.564915
111.764503,81,114.637577
319.213626,150,114.752865
183.501707,94,114.833786
394.763339,150,114.951089
291.564527,150,115.066394
217.803793,150,115.182753
92.942242,78,115.253409
-48.059857,150,115.376811
190.362302,101,116.045624
107.773082,150,116.162942
99.179109,75,116.230976
357.212159,150,116.347191
152.25052,87,116.423061
186.485537,89,116.499635
291.971694,150,116.615237
168.373705,150,116.732
102.383876,71,116.797396
7.541938,150,116.913279
155.175502,150,117.029773
268.846036,150,117.146547
110.683723,78,117.21694
177.768109,95,117.2975
411.611292,150,117.419772
128.080228,76,117.488429
236.117056,150,117.60409
330.396392,150,118.300488
220.579546,150,118.417403
428.22235,150,118.533159
147.137671,79,118.603791
90.355887,150,118.719498
127.053443,93,118.799661
20.68156,150,118.91594
119.401792,150,119.032087
246.120882,150,119.148327
25.574198,150,119.265514
296.035883,150,119.384909
52.156315,150,119.510108
246.133672,150,119.627183
132.698209,80,119.698314
166.175336,90,119.776042
136.812412,150,120.472664
410.322471,150,120.589211
378.04708,150,120.706202
208.041322,150,120.823368
109.809644,79,120.894044
474.383258,150,121.010208
191.645037,150,121.12708
366.242861,150,121.244582
40.989175,150,121.361272
259.695432,150,121.476601
162.904593,150,121.59286
228.144753,150,121.709101
128.316687,150,121.826019
198.367481,150,121.941559
370.756443,150,122.635809
297.466246,150,122.75177
123.397307,150,122.867789
360.047926,150,122.983801
135.301008,150,123.098554
281.627122,150,123.214067
159.890285,83,123.286943
63.422618,150,123.401904
422.103448,150,123.518046
178.755036,89,123.594894
113.489303,72,123.660726
10.174747,150,123.776762
372.300087,150,123.891306
78.296969,150,124.006856
106.847209,68,124.069677
276.802571,150,124.184493
52.965573,150,124.879941
151.207402,150,124.995435
70.532133,150,125.110774
78.542745,150,125.227059
8.161872,150,125.343213
238.447345,150,125.462586
16.293103,150,125.578859
-1.807457,150,125.694701
101.666751,150,125.808687
96.832215,150,125.921891
132.553614,150,126.035943
280.487845,150,126.149951
181.298541,104,126.234374
127.51369,88,126.307861
139.839343,79,126.375632
-7.103921,150,127.069601
8.025209,150,127.182562
390.335963,150,127.296298
15.05938,150,127.410475
463.230989,150,127.524197
303.406999,150,127.637738
227.891732,150,127.750654
198.2397,150,127.864715
197.186986,150,127.978807
193.219123,150,128.092301
314.409425,150,128.205374
248.579765,150,128.318109
312.424161,150,128.432124
384.350032,150,129.126574
118.360928,79,129.194287
90.208174,150,129.306986
115.456959,75,129.372017
111.088639,73,129.436001
158.393904,150,129.549549
142.939899,150,129.663603
116.608495,68,129.725021
100.981745,71,129.789245
236.801772,150,129.903286
159.027522,81,129.974034
43.454779,150,130.088793
390.818586,150,130.204009
63.513611,150,130.318546
155.120739,80,130.388996
101.149143,79,130.4585
-21.465005,150,130.57319
98.737279,77,130.641374
21.766084,150,131.338042
98.387587,75,131.406694
119.535595,150,131.523688
142.36736,95,131.606215
179.086782,150,131.723817
-20.912225,150,131.842165
208.845419,94,131.924055
200.245409,150,132.040761
271.906089,150,132.157171
228.353306,150,132.272804
128.04574,150,132.388166
229.284551,150,132.506406
463.212466,150,132.627451
115.314896,150,132.743797
270.019274,150,132.860928
365.449694,150,133.564139
294.008487,111,133.655209
466.967066,150,133.774371
116.197257,76,133.843451
204.623904,150,133.961752
313.163643,150,134.078581
83.918144,150,134.195634
348.280989,150,134.314156
96.473698,67,134.376352
170.401268,150,134.491958
9.881268,150,134.608844
264.818382,150,134.724929
95.846695,70,134.789554
-12.981357,150,134.90448
107.073727,74,134.972147
144.387752,88,135.047381
193.994595,150,135.164166
241.913468,150,135.864385
44.97672,150,135.981124
150.879336,92,136.061751
449.001809,150,136.17898
127.072022,86,136.255398
53.673136,150,136.372078
108.401876,76,136.441725
238.929232,150,136.559774
42.556098,150,136.677076
338.348349,150,136.793701
111.011087,70,136.85974
314.101903,150,136.978649
107.033858,69,137.044445
206.613117,96,137.131593
116.258529,72,137.197086
147.692615,80,137.26815
105.185398,79,137.339552
484.301552,150,137.454695
246.160284,150,138.158438
169.693706,95,138.244573
341.452199,135,138.351769
138.476078,150,138.468051
542.087736,150,138.584371
106.626893,73,138.65132
230.378439,150,138.767372
103.878633,78,138.837327
170.755643,150,138.952574
169.45601,85,139.02719
269.998296,150,139.143555
109.581769,76,139.213008
245.991802,150,139.328517
219.170474,150,139.445346
325.57262,111,139.537117
149.710468,150,139.653557
229.113275,150,140.351793
121.676727,150,140.467787
123.966553,70,140.532354
175.357301,86,140.607677
275.199562,150,140.723124
140.45066,85,140.798086
126.082962,150,140.914654
87.987872,150,141.030764
365.843495,150,141.147115
99.276528,150,141.263521
330.904713,150,141.379545
359.182968,150,141.495832
93.627357,150,141.615249
108.740901,69,141.685439
495.714764,150,141.804826
95.497143,74,141.872221
465.510783,150,142.581335
241.821222,150,142.69687
415.003563,150,142.813901
121.30881,75,142.88246
194.255795,150,142.999518
16.988444,150,143.115204
59.073151,150,143.232474
99.438278,75,143.301926
215.49908,84,143.375193
35.499074,150,143.491697
369.928655,150,143.609979
243.215416,150,143.726631
46.46959,150,143.842733
124.946021,72,143.909091
115.487421,150,144.025821
36.269375,150,144.140302
221.390769,150,144.836301
107.28338,73,144.903458
109.230214,74,144.970788
102.305955,150,145.085722
28.738305,150,145.201373
110.781609,70,145.266726
370.836461,150,145.382038
199.745361,99,145.466022
132.600592,150,145.5821
51.682554,150,145.697778
100.820875,69,145.762443
81.221199,150,145.879727
204.351822,94,145.960169
214.444422,150,146.075434
213.462354,150,146.191885
161.237162,150,146.308757
283.094782,150,147.005386
194.50944,150,147.123092
379.735716,150,147.240882
84.053154,150,147.35862
402.099492,150,147.475646
144.126229,73,147.542803
239.446233,150,147.657987
114.39465,71,147.724629
131.779148,150,147.840844
94.934894,75,147.910431
427.048215,150,148.027379
121.747544,77,148.097249
320.500419,150,148.214704
161.28796,83,148.288229
75.025577,150,148.404553
114.34873,150,148.525469
146.711102,87,148.601702
386.913407,150,149.300158
82.878493,150,149.41433
491.957167,150,149.527871
371.475467,150,149.642129
91.43218,68,149.704055
395.596451,150,149.817971
390.859856,150,149.931537
157.889751,88,150.005744
244.688396,150,150.118869
112.634045,150,150.23303
286.986711,150,150.345389
202.734028,150,150.459226
130.711653,150,150.572455
300.644012,150,150.685397
156.167238,150,151.410607
319.361836,150,151.524934
164.587234,150,151.638319
106.686985,69,151.699743
219.003498,150,151.813999
469.57732,150,151.927223
189.467983,150,152.041807
523.596353,150,152.15702
111.048033,150,152.272751
169.94058,150,152.387487
243.625273,150,152.503912
473.383302,150,152.618679
364.888653,150,152.735842
244.963731,112,152.826766
112.793476,150,152.942974
112.868248,72,153.590517
104.314631,69,153.653198
217.696643,150,153.768279
113.347671,71,153.832797
255.625564,150,153.948163
95.403597,73,154.013612
123.650173,75,154.080476
81.186452,150,154.195418
230.153497,150,154.3108
297.631958,115,154.402632
171.97078,150,154.518711
112.071261,68,154.582653
357.554042,150,154.699669
459.229198,150,154.815275
-23.147143,150,154.931343
131.079566,77,155.000582
153.982115,83,155.07369
309.723678,150,155.192323
215.769493,150,155.904485
53.809374,150,156.020746
287.623821,150,156.136778
-3.901173,150,156.252764
353.107379,150,156.369012
14.035543,150,156.484495
312.996448,116,156.579627
253.489287,150,156.695733
173.628274,92,156.775457
187.782754,150,156.891805
235.757643,115,156.986328
503.933587,150,157.101749
164.1659,150,157.21893
157.663755,150,157.335703
98.491364,68,157.399568
-11.318113,150,158.09865
-43.631424,150,158.214664
105.575948,70,158.279837
431.38194,150,158.395528
241.610463,150,158.512361
388.113566,150,158.628509
163.36865,79,158.69983
109.381691,70,158.765392
307.224686,150,158.882839
138.567052,82,158.957049
219.967483,150,159.072939
321.977724,150,159.188915
156.36183,93,159.269972
401.338988,118,159.366314
406.78753,150,159.48335
410.803091,150,159.600253
350.757213,150,160.313577
99.454614,74,160.38385
-6.284888,150,160.500717
158.172661,150,160.617168
308.540259,150,160.732915
298.111706,150,160.847795
143.069462,150,160.963744
130.315684,76,161.031253
116.138535,72,161.096271
433.415773,147,161.210073
87.993457,72,161.275765
408.164716,150,161.392121
301.862042,150,161.508428
294.375815,150,161.622757
117.842241,80,161.692982
160.297031,87,161.767077
182.695901,150,162.490875
107.821508,150,162.606327
99.139743,73,162.672425
462.061218,150,162.78769
109.750136,150,162.904396
-17.450615,150,163.018991
416.677651,150,163.135026
150.999699,150,163.252337
159.319088,150,163.370083
112.525962,71,163.435895
134.761238,150,163.552166
305.458007,150,163.668779
108.509816,77,163.738391
257.703306,150,163.856922
97.818299,76,163.931791
101.565941,72,163.996849
152.622122,150,164.112101
189.525441,150,164.838851
103.296114,150,164.956015
161.445136,150,165.072117
346.517772,150,165.188751
358.585369,150,165.304993
517.520661,150,165.420986
105.044725,69,165.4859
115.768889,150,165.601381
349.333407,150,165.716555
207.646994,150,165.832026
-41.65513,150,165.948398
355.691975,150,166.063263
387.090152,150,166.179408
105.020181,69,166.243818
151.22022,77,166.312751
316.447372,150,167.037907
322.294636,150,167.153577
194.490661,150,167.270425
101.357491,67,167.33383
289.724642,150,167.44906
254.84808,150,167.565306
326.671954,150,167.680656
185.419302,91,167.758878
301.957692,150,167.874735
120.45908,72,167.941053
211.131486,150,168.056609
384.910399,150,168.170229
233.106925,96,168.252143
214.335379,92,168.330612
113.468918,69,168.393973
330.590066,109,168.484103
104.297545,68,168.547708
